params_key,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_module__num_units_2,param_module__num_units_1,param_batch_size,params,split0_test_score,mean_test_score,std_test_score,rank_test_score,agent,best_epochs,test_mean_poisson_deviance,test_weighted_mean_poisson_deviance,test_pde,test_weighted_pde,test_r^2,test_gini,test_min_pred,test_max_pred,test_mean_pred,test_var_pred
10_25_1000,4.682419061660767,0.0,0.07163000106811523,0.0,10,25,1000,"{'module__num_units_2': 10, 'module__num_units_1': 25, 'batch_size': 1000}",0.016510792397189333,0.016510792397189333,0.0,47,7,21,0.3072803973207552,0.3541008883123298,0.03795047619409553,0.025834160657875582,0.013262708915528498,0.21030566716255572,0.014677041210234165,2.220595121383667,0.04816436,0.0008604837
60_40_10000,16.244220972061157,0.0,0.07020068168640137,0.0,60,40,10000,"{'module__num_units_2': 60, 'module__num_units_1': 40, 'batch_size': 10000}",0.01620255145889571,0.01620255145889571,0.0,48,7,21,0.3072803973207552,0.3541008883123298,0.03795047619409553,0.025834160657875582,0.013262708915528498,0.21030566716255572,0.014677041210234165,2.220595121383667,0.04816436,0.0008604837
15_10_10000,18.48357319831848,0.0,0.022282838821411133,0.0,15,10,10000,"{'module__num_units_2': 15, 'module__num_units_1': 10, 'batch_size': 10000}",0.01610951071876543,0.01610951071876543,0.0,49,7,21,0.3072803973207552,0.3541008883123298,0.03795047619409553,0.025834160657875582,0.013262708915528498,0.21030566716255572,0.014677041210234165,2.220595121383667,0.04816436,0.0008604837
30_80_1000,4.2649149894714355,0.0,0.024649858474731445,0.0,30,80,1000,"{'module__num_units_2': 30, 'module__num_units_1': 80, 'batch_size': 1000}",0.016042651421814935,0.016042651421814935,0.0,50,7,21,0.3072803973207552,0.3541008883123298,0.03795047619409553,0.025834160657875582,0.013262708915528498,0.21030566716255572,0.014677041210234165,2.220595121383667,0.04816436,0.0008604837
30_20_100,7.564119100570679,0.0,0.025357723236083984,0.0,30,20,100,"{'module__num_units_2': 30, 'module__num_units_1': 20, 'batch_size': 100}",0.01602747054904541,0.01602747054904541,0.0,51,7,21,0.3072803973207552,0.3541008883123298,0.03795047619409553,0.025834160657875582,0.013262708915528498,0.21030566716255572,0.014677041210234165,2.220595121383667,0.04816436,0.0008604837
2_2_100,9.42753005027771,0.0,0.021381855010986328,0.0,2,2,100,"{'module__num_units_2': 2, 'module__num_units_1': 2, 'batch_size': 100}",0.015924517642113334,0.015924517642113334,0.0,52,7,21,0.3072803973207552,0.3541008883123298,0.03795047619409553,0.025834160657875582,0.013262708915528498,0.21030566716255572,0.014677041210234165,2.220595121383667,0.04816436,0.0008604837
15_5_100,10.41991400718689,0.0,0.022127866744995117,0.0,15,5,100,"{'module__num_units_2': 15, 'module__num_units_1': 5, 'batch_size': 100}",0.015917181062439,0.015917181062439,0.0,53,7,21,0.3072803973207552,0.3541008883123298,0.03795047619409553,0.025834160657875582,0.013262708915528498,0.21030566716255572,0.014677041210234165,2.220595121383667,0.04816436,0.0008604837
20_10_10000,16.799506187438965,0.0,0.02252793312072754,0.0,20,10,10000,"{'module__num_units_2': 20, 'module__num_units_1': 10, 'batch_size': 10000}",0.01587076034311341,0.01587076034311341,0.0,54,7,21,0.3072803973207552,0.3541008883123298,0.03795047619409553,0.025834160657875582,0.013262708915528498,0.21030566716255572,0.014677041210234165,2.220595121383667,0.04816436,0.0008604837
25_5_1000,5.762369871139526,0.0,0.02290034294128418,0.0,25,5,1000,"{'module__num_units_2': 25, 'module__num_units_1': 5, 'batch_size': 1000}",0.01562141882478496,0.01562141882478496,0.0,55,7,21,0.3072803973207552,0.3541008883123298,0.03795047619409553,0.025834160657875582,0.013262708915528498,0.21030566716255572,0.014677041210234165,2.220595121383667,0.04816436,0.0008604837
60_2_100,8.466336011886597,0.0,0.0249021053314209,0.0,60,2,100,"{'module__num_units_2': 60, 'module__num_units_1': 2, 'batch_size': 100}",0.015599592952862285,0.015599592952862285,0.0,56,7,21,0.3072803973207552,0.3541008883123298,0.03795047619409553,0.025834160657875582,0.013262708915528498,0.21030566716255572,0.014677041210234165,2.220595121383667,0.04816436,0.0008604837
15_80_100,4.453938961029053,0.0,0.03090214729309082,0.0,15,80,100,"{'module__num_units_2': 15, 'module__num_units_1': 80, 'batch_size': 100}",0.015511812789008261,0.015511812789008261,0.0,57,7,21,0.3072803973207552,0.3541008883123298,0.03795047619409553,0.025834160657875582,0.013262708915528498,0.21030566716255572,0.014677041210234165,2.220595121383667,0.04816436,0.0008604837
25_5_10000,22.12550401687622,0.0,0.0713951587677002,0.0,25,5,10000,"{'module__num_units_2': 25, 'module__num_units_1': 5, 'batch_size': 10000}",0.015377467703500014,0.015377467703500014,0.0,58,7,21,0.3072803973207552,0.3541008883123298,0.03795047619409553,0.025834160657875582,0.013262708915528498,0.21030566716255572,0.014677041210234165,2.220595121383667,0.04816436,0.0008604837
40_5_100,4.426868438720703,0.0,0.02509593963623047,0.0,40,5,100,"{'module__num_units_2': 40, 'module__num_units_1': 5, 'batch_size': 100}",0.015370181804714167,0.015370181804714167,0.0,59,7,21,0.3072803973207552,0.3541008883123298,0.03795047619409553,0.025834160657875582,0.013262708915528498,0.21030566716255572,0.014677041210234165,2.220595121383667,0.04816436,0.0008604837
5_60_100,7.627341985702515,0.0,0.030009984970092773,0.0,5,60,100,"{'module__num_units_2': 5, 'module__num_units_1': 60, 'batch_size': 100}",0.015241776898799908,0.015241776898799908,0.0,60,7,21,0.3072803973207552,0.3541008883123298,0.03795047619409553,0.025834160657875582,0.013262708915528498,0.21030566716255572,0.014677041210234165,2.220595121383667,0.04816436,0.0008604837
10_25_10000,13.760823011398315,0.0,0.07038021087646484,0.0,10,25,10000,"{'module__num_units_2': 10, 'module__num_units_1': 25, 'batch_size': 10000}",0.01522853874015162,0.01522853874015162,0.0,61,7,21,0.3072803973207552,0.3541008883123298,0.03795047619409553,0.025834160657875582,0.013262708915528498,0.21030566716255572,0.014677041210234165,2.220595121383667,0.04816436,0.0008604837
15_20_10000,21.829394102096558,0.0,0.021596908569335938,0.0,15,20,10000,"{'module__num_units_2': 15, 'module__num_units_1': 20, 'batch_size': 10000}",0.01507359842421474,0.01507359842421474,0.0,62,7,21,0.3072803973207552,0.3541008883123298,0.03795047619409553,0.025834160657875582,0.013262708915528498,0.21030566716255572,0.014677041210234165,2.220595121383667,0.04816436,0.0008604837
10_60_100,7.169389963150024,0.0,0.02903604507446289,0.0,10,60,100,"{'module__num_units_2': 10, 'module__num_units_1': 60, 'batch_size': 100}",0.01503466959005495,0.01503466959005495,0.0,63,7,21,0.3072803973207552,0.3541008883123298,0.03795047619409553,0.025834160657875582,0.013262708915528498,0.21030566716255572,0.014677041210234165,2.220595121383667,0.04816436,0.0008604837
30_5_10000,18.07024097442627,0.0,0.02318716049194336,0.0,30,5,10000,"{'module__num_units_2': 30, 'module__num_units_1': 5, 'batch_size': 10000}",0.015002583884075493,0.015002583884075493,0.0,64,7,21,0.3072803973207552,0.3541008883123298,0.03795047619409553,0.025834160657875582,0.013262708915528498,0.21030566716255572,0.014677041210234165,2.220595121383667,0.04816436,0.0008604837
30_20_1000,5.895106077194214,0.0,0.023804903030395508,0.0,30,20,1000,"{'module__num_units_2': 30, 'module__num_units_1': 20, 'batch_size': 1000}",0.014922806257702592,0.014922806257702592,0.0,65,7,21,0.3072803973207552,0.3541008883123298,0.03795047619409553,0.025834160657875582,0.013262708915528498,0.21030566716255572,0.014677041210234165,2.220595121383667,0.04816436,0.0008604837
30_15_1000,4.053730010986328,0.0,0.07330727577209473,0.0,30,15,1000,"{'module__num_units_2': 30, 'module__num_units_1': 15, 'batch_size': 1000}",0.014878029283410754,0.014878029283410754,0.0,66,7,21,0.3072803973207552,0.3541008883123298,0.03795047619409553,0.025834160657875582,0.013262708915528498,0.21030566716255572,0.014677041210234165,2.220595121383667,0.04816436,0.0008604837
5_25_100,5.299274921417236,0.0,0.02742290496826172,0.0,5,25,100,"{'module__num_units_2': 5, 'module__num_units_1': 25, 'batch_size': 100}",0.01486828476835611,0.01486828476835611,0.0,67,7,21,0.3072803973207552,0.3541008883123298,0.03795047619409553,0.025834160657875582,0.013262708915528498,0.21030566716255572,0.014677041210234165,2.220595121383667,0.04816436,0.0008604837
20_25_100,6.425325155258179,0.0,0.027216196060180664,0.0,20,25,100,"{'module__num_units_2': 20, 'module__num_units_1': 25, 'batch_size': 100}",0.014671650112364265,0.014671650112364265,0.0,68,7,21,0.3072803973207552,0.3541008883123298,0.03795047619409553,0.025834160657875582,0.013262708915528498,0.21030566716255572,0.014677041210234165,2.220595121383667,0.04816436,0.0008604837
40_5_10000,19.15215516090393,0.0,0.02259373664855957,0.0,40,5,10000,"{'module__num_units_2': 40, 'module__num_units_1': 5, 'batch_size': 10000}",0.014560824631289382,0.014560824631289382,0.0,69,7,21,0.3072803973207552,0.3541008883123298,0.03795047619409553,0.025834160657875582,0.013262708915528498,0.21030566716255572,0.014677041210234165,2.220595121383667,0.04816436,0.0008604837
80_10_100,5.322936058044434,0.0,0.027133941650390625,0.0,80,10,100,"{'module__num_units_2': 80, 'module__num_units_1': 10, 'batch_size': 100}",0.01455032594165373,0.01455032594165373,0.0,70,7,21,0.3072803973207552,0.3541008883123298,0.03795047619409553,0.025834160657875582,0.013262708915528498,0.21030566716255572,0.014677041210234165,2.220595121383667,0.04816436,0.0008604837
40_20_10000,10.862371921539307,0.0,0.02296590805053711,0.0,40,20,10000,"{'module__num_units_2': 40, 'module__num_units_1': 20, 'batch_size': 10000}",0.01397359980658952,0.01397359980658952,0.0,71,7,21,0.3072803973207552,0.3541008883123298,0.03795047619409553,0.025834160657875582,0.013262708915528498,0.21030566716255572,0.014677041210234165,2.220595121383667,0.04816436,0.0008604837
30_80_10000,8.98803997039795,0.0,0.0227968692779541,0.0,30,80,10000,"{'module__num_units_2': 30, 'module__num_units_1': 80, 'batch_size': 10000}",0.013916803702544889,0.013916803702544889,0.0,72,7,21,0.3072803973207552,0.3541008883123298,0.03795047619409553,0.025834160657875582,0.013262708915528498,0.21030566716255572,0.014677041210234165,2.220595121383667,0.04816436,0.0008604837
2_30_100,5.907598972320557,0.0,0.02593088150024414,0.0,2,30,100,"{'module__num_units_2': 2, 'module__num_units_1': 30, 'batch_size': 100}",0.013543119422055216,0.013543119422055216,0.0,73,7,21,0.3072803973207552,0.3541008883123298,0.03795047619409553,0.025834160657875582,0.013262708915528498,0.21030566716255572,0.014677041210234165,2.220595121383667,0.04816436,0.0008604837
15_25_100,8.560503959655762,0.0,0.027717113494873047,0.0,15,25,100,"{'module__num_units_2': 15, 'module__num_units_1': 25, 'batch_size': 100}",0.013401815195830613,0.013401815195830613,0.0,74,7,21,0.3072803973207552,0.3541008883123298,0.03795047619409553,0.025834160657875582,0.013262708915528498,0.21030566716255572,0.014677041210234165,2.220595121383667,0.04816436,0.0008604837
20_40_10000,14.59099817276001,0.0,0.023099899291992188,0.0,20,40,10000,"{'module__num_units_2': 20, 'module__num_units_1': 40, 'batch_size': 10000}",0.013330420116221098,0.013330420116221098,0.0,75,7,21,0.3072803973207552,0.3541008883123298,0.03795047619409553,0.025834160657875582,0.013262708915528498,0.21030566716255572,0.014677041210234165,2.220595121383667,0.04816436,0.0008604837
40_60_100,5.713419198989868,0.0,0.02711009979248047,0.0,40,60,100,"{'module__num_units_2': 40, 'module__num_units_1': 60, 'batch_size': 100}",0.013278100220439293,0.013278100220439293,0.0,76,7,21,0.3072803973207552,0.3541008883123298,0.03795047619409553,0.025834160657875582,0.013262708915528498,0.21030566716255572,0.014677041210234165,2.220595121383667,0.04816436,0.0008604837
