params_key,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_module__num_units_2,param_module__num_units_1,param_batch_size,params,split0_test_score,mean_test_score,std_test_score,rank_test_score,agent,best_epochs,test_mean_poisson_deviance,test_weighted_mean_poisson_deviance,test_pde,test_weighted_pde,test_r^2,test_gini,test_min_pred,test_max_pred,test_mean_pred,test_var_pred
30_10_1000,6.462512969970703,0.0,0.02289724349975586,0.0,30,10,1000,"{'module__num_units_2': 30, 'module__num_units_1': 10, 'batch_size': 1000}",0.019416501729053737,0.019416501729053737,0.0,32,7,21,0.3072803973207552,0.3541008883123298,0.03795047619409553,0.025834160657875582,0.013262708915528498,0.21030566716255572,0.014677041210234165,2.220595121383667,0.04816436,0.0008604837
15_60_1000,4.1842827796936035,0.0,0.023051977157592773,0.0,15,60,1000,"{'module__num_units_2': 15, 'module__num_units_1': 60, 'batch_size': 1000}",0.019415439942882196,0.019415439942882196,0.0,33,7,21,0.3072803973207552,0.3541008883123298,0.03795047619409553,0.025834160657875582,0.013262708915528498,0.21030566716255572,0.014677041210234165,2.220595121383667,0.04816436,0.0008604837
5_15_100,6.228439807891846,0.0,0.025490999221801758,0.0,5,15,100,"{'module__num_units_2': 5, 'module__num_units_1': 15, 'batch_size': 100}",0.019402209404299153,0.019402209404299153,0.0,34,7,21,0.3072803973207552,0.3541008883123298,0.03795047619409553,0.025834160657875582,0.013262708915528498,0.21030566716255572,0.014677041210234165,2.220595121383667,0.04816436,0.0008604837
15_10_100,7.994564771652222,0.0,0.02590203285217285,0.0,15,10,100,"{'module__num_units_2': 15, 'module__num_units_1': 10, 'batch_size': 100}",0.018794571220326906,0.018794571220326906,0.0,35,7,21,0.3072803973207552,0.3541008883123298,0.03795047619409553,0.025834160657875582,0.013262708915528498,0.21030566716255572,0.014677041210234165,2.220595121383667,0.04816436,0.0008604837
30_25_100,6.748069763183594,0.0,0.028318166732788086,0.0,30,25,100,"{'module__num_units_2': 30, 'module__num_units_1': 25, 'batch_size': 100}",0.01831273444441317,0.01831273444441317,0.0,36,7,21,0.3072803973207552,0.3541008883123298,0.03795047619409553,0.025834160657875582,0.013262708915528498,0.21030566716255572,0.014677041210234165,2.220595121383667,0.04816436,0.0008604837
15_30_100,6.598569869995117,0.0,0.02786111831665039,0.0,15,30,100,"{'module__num_units_2': 15, 'module__num_units_1': 30, 'batch_size': 100}",0.01799392202848682,0.01799392202848682,0.0,37,7,21,0.3072803973207552,0.3541008883123298,0.03795047619409553,0.025834160657875582,0.013262708915528498,0.21030566716255572,0.014677041210234165,2.220595121383667,0.04816436,0.0008604837
5_10_100,4.610402822494507,0.0,0.025555133819580078,0.0,5,10,100,"{'module__num_units_2': 5, 'module__num_units_1': 10, 'batch_size': 100}",0.01798740541268351,0.01798740541268351,0.0,38,7,21,0.3072803973207552,0.3541008883123298,0.03795047619409553,0.025834160657875582,0.013262708915528498,0.21030566716255572,0.014677041210234165,2.220595121383667,0.04816436,0.0008604837
10_10_100,5.1173481941223145,0.0,0.02572798728942871,0.0,10,10,100,"{'module__num_units_2': 10, 'module__num_units_1': 10, 'batch_size': 100}",0.017878196347699493,0.017878196347699493,0.0,39,7,21,0.3072803973207552,0.3541008883123298,0.03795047619409553,0.025834160657875582,0.013262708915528498,0.21030566716255572,0.014677041210234165,2.220595121383667,0.04816436,0.0008604837
5_40_100,5.061259984970093,0.0,0.026401996612548828,0.0,5,40,100,"{'module__num_units_2': 5, 'module__num_units_1': 40, 'batch_size': 100}",0.017320189483821302,0.017320189483821302,0.0,40,7,21,0.3072803973207552,0.3541008883123298,0.03795047619409553,0.025834160657875582,0.013262708915528498,0.21030566716255572,0.014677041210234165,2.220595121383667,0.04816436,0.0008604837
5_2_100,5.784095287322998,0.0,0.021821975708007812,0.0,5,2,100,"{'module__num_units_2': 5, 'module__num_units_1': 2, 'batch_size': 100}",0.017318700859783487,0.017318700859783487,0.0,41,7,21,0.3072803973207552,0.3541008883123298,0.03795047619409553,0.025834160657875582,0.013262708915528498,0.21030566716255572,0.014677041210234165,2.220595121383667,0.04816436,0.0008604837
25_60_10000,14.874099016189575,0.0,0.022988080978393555,0.0,25,60,10000,"{'module__num_units_2': 25, 'module__num_units_1': 60, 'batch_size': 10000}",0.017287996827246133,0.017287996827246133,0.0,42,7,21,0.3072803973207552,0.3541008883123298,0.03795047619409553,0.025834160657875582,0.013262708915528498,0.21030566716255572,0.014677041210234165,2.220595121383667,0.04816436,0.0008604837
10_25_100,7.43802809715271,0.0,0.026700735092163086,0.0,10,25,100,"{'module__num_units_2': 10, 'module__num_units_1': 25, 'batch_size': 100}",0.017203774476104328,0.017203774476104328,0.0,43,7,21,0.3072803973207552,0.3541008883123298,0.03795047619409553,0.025834160657875582,0.013262708915528498,0.21030566716255572,0.014677041210234165,2.220595121383667,0.04816436,0.0008604837
80_5_10000,20.442184925079346,0.0,0.07074689865112305,0.0,80,5,10000,"{'module__num_units_2': 80, 'module__num_units_1': 5, 'batch_size': 10000}",0.01714303362201952,0.01714303362201952,0.0,44,7,21,0.3072803973207552,0.3541008883123298,0.03795047619409553,0.025834160657875582,0.013262708915528498,0.21030566716255572,0.014677041210234165,2.220595121383667,0.04816436,0.0008604837
30_5_100,7.433899879455566,0.0,0.024629831314086914,0.0,30,5,100,"{'module__num_units_2': 30, 'module__num_units_1': 5, 'batch_size': 100}",0.01699259069735859,0.01699259069735859,0.0,45,7,21,0.3072803973207552,0.3541008883123298,0.03795047619409553,0.025834160657875582,0.013262708915528498,0.21030566716255572,0.014677041210234165,2.220595121383667,0.04816436,0.0008604837
5_10_1000,6.906099319458008,0.0,0.022144556045532227,0.0,5,10,1000,"{'module__num_units_2': 5, 'module__num_units_1': 10, 'batch_size': 1000}",0.01653872370964926,0.01653872370964926,0.0,46,7,21,0.3072803973207552,0.3541008883123298,0.03795047619409553,0.025834160657875582,0.013262708915528498,0.21030566716255572,0.014677041210234165,2.220595121383667,0.04816436,0.0008604837
